time,mass,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z
0,0.6291286786837638,7545.9271121122265,1058.006943194698,-158.39869039145034,-602.7686258000334,14.173214521693893,0.0
0,0.1121227133421962,7093.127509762144,580.588927209395,34.42094355591998,-375.1860839863127,-188.3782433919676,0.0
0,0.2392442542626424,7446.610913519973,658.5471237412181,8.638302769034766,-344.0006203700522,-91.22365838613861,0.0
0,0.1754429892175564,7168.6330613138325,1781.6463020313945,0.4669174014898733,-667.8224540291292,-137.64674838156444,0.0
0,0.32278168462215806,7461.842980625336,988.648609643619,-27.479161492797743,-478.3344418055625,-141.48647886791693,0.0
0,1.212472147243359,9055.397310863455,-1388.482280547546,11.166927320610357,-343.52143106511454,35.52856846771719,0.0
0,0.35250996135320256,8155.192857048352,150.56884450496136,-14.847038264775694,-354.77560573954077,45.713173679231005,0.0
0,0.195212055500425,7741.227910582489,1417.924114345642,-12.728680453923607,-647.4131067914403,18.015852737529457,0.0
0,0.4320088441372938,7482.03077168278,965.7350317506763,109.50248397085566,-400.95204653544323,-118.98435450902608,0.0
0,0.38920137318521236,7668.320375040275,1020.6908224371247,8.759738644044019,-516.318480619424,61.370887140626095,0.0
0,0.4123349554300648,6710.201017699683,918.1892732001199,-8.342035912952646,-481.9525659854933,-246.47585022559804,0.0
0,0.292964160032226,7505.311995887328,1141.1782881515035,19.237061938232795,-621.8918352122708,-62.17780807787673,0.0
0,0.12081680959131422,6775.334745962887,1569.1874323821608,124.63517852464607,-613.47354937849,-210.48656603694138,0.0
0,0.2968003063138904,7691.886877521684,1126.8969658666667,-17.2165290693479,-579.0839127460617,51.981770090318946,0.0
0,0.3819441802469184,7668.108148933636,389.2420973828131,66.70629394946658,-330.28388327192954,-19.872226617074105,0.0
0,0.2294622455631637,7300.381441148274,375.1316701994647,-32.74858617068856,-331.7087868382651,-120.68660306078468,0.0
0,0.26130497250035484,7473.190310371222,1175.1448311297631,-3.212879385607003,-630.009480531754,-86.55616596199124,0.0
0,1.208152451328559,7417.322356063463,817.0696312827367,-4.186313118382457,-376.2862240245504,-122.91430983760583,0.0
0,0.9456805119731375,7961.013640452082,1942.087000607236,-27.579506125506605,-665.795880937763,14.111152687316931,0.0
0,0.29963048728211994,7703.703643783459,847.0426138817104,-24.509493803426093,-412.4972944151806,50.54978955377365,0.0
0,0.37674879926357496,7022.103362305834,410.3395329242944,-44.285167123102944,-360.72988528605026,-180.07766938136564,0.0
0,0.867102143380551,6018.8197548082535,1218.6293541521597,15.182265786669932,-527.6854280206388,-250.44492395332077,0.0
0,0.33618785924038846,7365.567472739488,958.2414099036029,5.538187397524014,-464.71118400146196,-182.18247980254682,0.0
0,0.34990364567515997,7621.736661678961,848.125677454661,9.669601737432302,-395.1605440609052,17.749591000129328,0.0
0,0.3167169235288772,5484.145806294721,2369.575772994427,-11.600417648573146,-605.4973024183629,-221.18317450688403,0.0
0,0.12686541058491557,7852.282563385834,843.2598309614743,35.099490203572046,-434.50950557505735,81.73229179742135,0.0
0,0.7307727133473696,7686.842192341539,837.3936078401434,-19.51225619352087,-405.08252370077867,42.97690840541249,0.0
0,0.5526706686404732,7465.93613089007,913.2287610536926,36.06149499216651,-401.81753425085657,-105.51006480835781,0.0
0,0.10699362031514945,8157.380803938485,1152.4929950205294,34.67447030656762,-540.7581879301067,106.50386441371334,0.0
0,0.25699132001471564,9071.551221362975,-5350.260612973424,-90.44732539212588,-315.6122717768209,-20.969646230346115,0.0
0,0.12398914599677244,7445.7032837124,1227.2213226221336,3.9006019508340297,-639.5333871369035,-99.9492925340906,0.0
0,0.1613115482521832,7573.890214274361,1137.4937492851216,54.3396822736473,-613.2233667991895,-6.201928130735908,0.0
0,0.19446700973503495,7627.542381413219,1029.3175433500335,-17.92756629465918,-527.0196113969663,48.322725222828154,0.0
0,1.8066815172073183,7084.7685136561995,869.5897439070897,-24.605958295776336,-450.69923868723254,-225.53346912340186,0.0
0,0.20514919097941364,8890.128173095756,1046.9474238920066,0.7747331914142244,-506.83082977037867,118.63982445131096,0.0
0,0.3709010327309426,7785.733774202789,2752.5760131603834,13.9036069897353,-684.1577558178197,-36.81119704307668,0.0
0,0.8578273453099469,7214.876515409958,929.3183352450677,11.935320306342705,-463.9275990307535,-214.55519411463303,0.0
0,0.10040634967722366,7437.721433233455,1069.8229770711202,-28.346261066922523,-579.0475111297621,-136.74057226467693,0.0
0,0.2736460005691773,7168.1503575405795,988.1568740025405,-16.238504808710825,-494.96984752218447,-223.6639520345663,0.0
0,0.5961969575116699,7606.881777650251,1719.612044886509,25.09489901785553,-677.8771428271964,-40.40780397654126,0.0
0,0.6154872106368859,6938.7545652812805,458.650373483062,8.168914608111717,-375.3218941185954,-196.59402538158514,0.0
0,0.22040377098908615,7379.265780700804,1182.3576877279565,-19.88482252720536,-617.5058699853123,-144.16277702140098,0.0
0,0.8399657767700075,7879.506634030087,1540.926043512783,65.80322779583656,-645.8708844128197,35.19845754029818,0.0
0,0.40655240957399913,7307.141102542839,1185.3900446904643,-28.432908222417574,-603.6384596617249,-173.96338835991423,0.0
0,0.35925249581373364,7319.806604864414,701.5878606671965,-0.5034893848432851,-364.65093301297816,-148.81619746540224,0.0
0,0.12327543234893437,7656.992018416045,1057.8520812048282,38.7995980248017,-545.3738828271394,54.840464890382705,0.0
0,0.2717722161612464,7707.931849007463,1234.9572930144266,27.067657230226423,-616.6171858327809,35.95635627720509,0.0
